"time_index","RS40003","RS40004","RS40005","RS40007","RS40008","RS40009","RS40010","RS40011","RS40012","RS40013","RS40014","RS40015","RS40016","RS40017","RS40018","Alarm"
24,-0.490579103841551,-0.981327179834001,-0.283437088587963,-1.7972483762011,-0.288535319590892,-1.28558903957442,0.0214789829514721,-0.26051821436647,0.66132640888278,-0.004889763982249,-1.38145622605715,-0.209211339859741,-0.271227818329006,1.19734596029578,0.901452533506394,"0:2"
25,-0.463958525585252,-0.991560229416017,-0.243363911872408,-0.181411905554748,-0.28525011616523,-1.00820824868872,-0.035957621344189,-0.251562361024825,0.172867579474205,1.44221832333532,-1.42502068187576,0.00282581446093602,-0.132160268737516,1.59646577768576,1.42005424295166,"0:2"
26,-0.490579103841551,-0.9352050914473,-0.255094914157207,-1.00990247022892,-0.23774926168065,-1.15550070059064,-0.0623862837196604,-0.259351928890293,0.11973802995092,0.725594362087121,-1.33837796963599,0.205027706036949,-0.198683928068914,1.01121705851585,1.46157832910954,"0:2"
27,-0.437337947328953,-0.948983349590816,-0.287804664158748,-0.61158437183402,-0.264792713028982,-1.35237378783658,-0.143145817968862,-0.289558496134164,0.103820582522976,0.831317509823452,-1.28823104394308,-0.411413231435754,-0.226229047787933,1.20375565052087,1.20551931393753,"0:2"
28,-0.437337947328953,-1.0239040596592,-0.283718188611091,0.0629859520098973,-0.264792713028982,-1.36426347275985,-0.0301449457274327,-0.223661024845791,-0.459116281511688,-1.20431624241822,-1.12555182333391,-0.209211339859741,-0.165422098403215,1.68865778715698,1.40325199449963,"0:2"
29,-0.437337947328953,-0.829305686713486,-0.255094914157207,-1.15688998222353,-0.253426862954206,-1.13199648341913,-0.035957621344189,-0.235717688058508,0.152314707107535,0.938030926303396,-1.01546048327315,-0.411413231435754,-0.195282552950951,1.16153774744757,1.41226436810123,"0:2"
30,-0.394990698528018,-0.787661824645015,-0.265584288015578,-1.72589863844962,-0.257878666217935,-1.10341567301833,-0.0623862837196604,-0.235717688058508,0.0512175527501759,1.19012462481936,-0.995628977857164,0.417064860357626,-0.198683928068914,0.709055317950152,1.24612152506833,"0:2"
31,-0.356625152793739,-0.911523320721661,-0.220666489616077,-1.00990247022892,-0.24600736293698,-1.43419916134271,0.016292316900158,-0.210418089884339,0.0512175527501759,1.19012462481936,-1.32460222853468,-0.643770960468669,-0.226229047787933,0.894531435877908,0.78722906244748,"0:2"
32,-0.416164322928485,-0.807682555118264,-0.269607167474248,-1.59193133664639,-0.276664016309937,-1.30947238186218,0.0479076453269434,-0.210418089884339,0.695791295560167,-0.996333944326282,-1.14910069455816,-0.886734246038829,-0.246461841593723,1.09224620404176,1.2586588152934,"0:2"
33,-0.416164322928485,-0.703640254003331,-0.261497812467921,-1.13533002645575,-0.24600736293698,-1.28545011608714,0.0214789829514721,-0.280969790467892,0.446190977713913,-0.00043549785791297,-1.26315831068939,-0.202357544233651,-0.147679752785876,0.927820399413938,1.37086272182659,"0:2"
34,-0.394990698528018,-0.707978880204722,-0.277315290300377,-1.36651218433749,-0.24600736293698,-1.39579880555289,0.0214789829514721,-0.280969790467892,0.345093823356554,0.938030926303396,-1.36768048495584,-0.217870358898848,-0.226229047787933,0.769677332478983,1.02581226396908,"0:2"
35,-0.375807925660879,-0.809852033101336,-0.23880039021159,-0.519387694995351,-0.253426862954206,-1.4039391555412,0.0214789829514721,-0.28773485125957,0.417096994178493,-0.004889763982249,-1.16031326133025,-1.05115621073927,-0.180941582451574,1.52207710372966,1.04611034956161,"0:2"
36,-0.337627649377602,-0.768687796670922,-0.277315290300377,-0.592512006751853,-0.227222012844978,-1.08476277278108,0.0214789829514721,-0.294532546944643,-0.210344353366466,-0.478286382473187,-1.30266423087205,-0.209211339859741,-0.165422098403215,1.47656935497113,1.57036802714649,"0:2"
37,-0.356810422244742,-0.703640254003331,-0.187549970050677,-0.84199118464471,-0.24600736293698,-1.30774021470461,0.139828548283808,-0.278482765062653,-0.0627367849232575,0.938030926303396,-1.19963703192193,-1.29411949630943,-0.226229047787933,1.32646812764794,1.45436495181819,"0:2"
38,-0.356625152793739,-0.770769823430951,-0.268216375806791,-0.61818230214295,-0.279223480066132,-1.07416525858644,0.139828548283808,-0.251562361024825,-0.184386811647287,0.513157797870845,-1.30469757207918,0.205027706036949,-0.186120192871339,0.992901930127884,1.19174142036272,"0:2"
39,-0.375807925660879,-0.703640254003331,-0.243363911872408,-0.387142608486512,-0.27454618071188,-1.32930341101794,0.139828548283808,-0.198343830385556,0.110440372624825,-0.004889763982249,-0.926083238383501,0.00282581446093602,-0.165422098403215,1.66893436879502,1.37352527216349,"0:2"
40,-0.375807925660879,-0.707978880204722,-0.265584288015578,-0.709716101295355,-0.27454618071188,-1.01005417882733,0.10015758357129,-0.251562361024825,-0.384859927610841,-0.004889763982249,-1.09304997684875,-0.411413231435754,-0.179763068902591,1.32110089082764,1.39674534701394,"0:2"
41,-0.337627649377602,-0.546062770160434,-0.270315626938379,-0.260342250283481,-0.287806433809141,-0.836099138892538,0.0485336548923856,-0.245469938166164,0.0512175527501759,-0.730919623927282,-1.05144436250998,-1.28053247265361,-0.226229047787933,1.22759305782542,1.35916730427383,"0:2"
42,-0.416164322928485,-0.546062770160434,-0.261497812467921,0.056539966261795,-0.24600736293698,-0.99921199116525,0.0731029116303769,-0.251562361024825,-0.331994380090495,0.207546800234026,-1.19334335512059,0.418891153286094,-0.162827686015188,0.810613817947349,1.04302060589562,"0:2"
43,-0.437337947328953,-0.57990167081664,-0.243363911872408,-0.28143259355467,-0.253426862954206,-1.13301728475025,-0.0107623550407556,-0.239488101526041,0.295446967454463,-0.265849818256912,-1.33146822823382,-0.431733806147992,-0.195282552950951,1.51386909308189,1.19484938400266,"0:2"
44,-0.437337947328953,-0.57990167081664,-0.283718188611091,-0.154979481040172,-0.257878666217935,-0.920632535826116,0.0214789829514721,-0.223643428559725,0.170090976800974,-0.938901922019222,-1.06153847225064,-0.414394698554328,-0.253774167506953,1.39621812532362,1.57507879165252,"0:2"
45,-0.463958525585252,-0.596482930323268,-0.268216375806791,0.0354514857943102,-0.272212213046208,-1.18108151826128,0.0731029116303769,-0.251562361024825,-0.210344353366466,0.513157797870845,-1.27022661093809,-1.08893613761484,-0.239012049219164,1.07560928431973,1.21619264224196,"0:2"
46,-0.509494519727968,-0.727523560240508,-0.261497812467921,-0.275627927402873,-0.203818193885347,-0.794500459333919,0.0214789829514721,-0.223643428559725,-0.0704324739738531,-0.814120897877888,-0.975031756341528,0.00282581446093602,-0.253774167506953,1.59773512210156,1.35417362622402,"0:2"
47,-0.546148688547057,-0.703640254003331,-0.255094914157207,-0.63186326686412,-0.276664016309937,-1.16144826472803,0.0559632816126755,-0.267407033991142,-0.331994380090495,0.725594362087121,-1.04833949818167,-0.616596590130342,-0.271227818329006,1.39047472421048,1.8309663593482,"0:2"
48,-0.563887441479728,-0.763778518407838,-0.276136448117776,0.056539966261795,-0.280101893539677,-0.916837406454572,0.0731029116303769,-0.28627233292812,-0.573070619185121,-0.938901922019222,-0.983750505531009,-0.209211339859741,-0.246461841593723,1.45142128509662,1.72788913732485,"0:2"
49,-0.527233272660639,-0.829305686713486,-0.243363911872408,0.138965499632626,-0.264792713028982,-1.0228600193653,0.114633281980374,-0.282986169722077,-0.406513251738887,0.938030926303396,-1.00916225880129,0.417064860357626,-0.266557168938183,0.984746224510804,1.25728443995598,"0:2"
50,-0.563887441479728,-0.703640254003331,-0.261497812467921,0.810371503683593,-0.279223480066132,-1.08649803636204,-0.0107623550407556,-0.279945283394102,-0.218302560164607,0.938030926303396,-1.110933790932,-1.05115621073927,-0.253774167506953,0.810290420649941,0.980412317608095,"0:2"
51,-0.563887441479728,-0.653712615528574,-0.197969067359746,1.61539559770425,-0.232357011660246,-0.994956626085803,-0.094627621711888,-0.294240209117813,0.818269143566934,0.725594362087121,-0.909078774523728,-1.05115621073927,-0.24057001828731,0.962533083934587,1.10914683928128,"0:2"
52,-0.509494519727968,-0.612544803897567,-0.164852547794346,0.535240629495944,-0.24600736293698,-0.845971975125943,0.10015758357129,-0.267407033991142,-0.210344353366466,-0.522937325835343,-1.16060700728139,-0.209211339859741,-0.208486702170594,1.00518391644591,0.921686874266749,"0:2"
53,-0.509494519727968,-0.575501691640937,-0.268216375806791,-0.140791762345095,-0.264792713028982,-1.0630262372223,0.0479076453269434,-0.251562361024825,0.649556938834634,0.207546800234026,-1.1142796825326,0.00282581446093602,-0.271227818329006,1.00992075486017,0.79695772838134,"0:2"
54,-0.463958525585252,-0.686355748609501,-0.197969067359746,-0.400426335969326,-0.24600736293698,-1.10216966076848,-0.0271960012297856,-0.27519660185661,-0.109247199009106,-0.0137561197409499,-1.04070715372743,-1.52349575822377,-0.226229047787933,1.08138258916219,1.06280675103876,"0:2"
55,-0.509494519727968,-0.596482930323268,-0.290436751949961,-0.911586329138072,-0.249795130809636,-0.874642025869047,0.0749623172678569,-0.223643428559725,0.152314707107535,0.725594362087121,-0.976673321136206,-0.821779948824929,-0.208486702170594,1.38194962091055,1.2671887137559,"0:2"
56,-0.528409935614385,-0.629126063404196,-0.286350276402305,-0.44724129074852,-0.227222012844978,-1.01919230176395,0.0749623172678569,-0.27519660185661,-0.118586461485878,0.725594362087121,-1.27135695435633,-1.05115621073927,-0.24057001828731,1.13665353852988,1.20490280319155,"0:2"
57,-0.490579103841551,-0.562982220488537,-0.293068839741175,-1.10280090054628,-0.265472732083192,-1.1751014266214,0.0559632816126755,-0.235717688058508,0.273964733831564,-0.265849818256912,-0.963917891452055,0.00282581446093602,-0.223844126280178,1.29325935824651,1.16011796080536,"0:2"
58,-0.490579103841551,-0.579563479995165,-0.290436751949961,-0.0550522122593125,-0.286642980083358,-1.10378991584518,-0.0037162833519614,-0.27519660185661,0.173638678955471,-0.996333944326282,-1.10330144647776,-1.52349575822377,-0.243682698609987,1.59038968196174,1.48724360484523,"0:2"
59,-0.463958525585252,-0.662472442372324,-0.279631713063435,-0.233246857784737,-0.264792713028982,-1.15356457660654,0.0559632816126755,-0.251562361024825,0.933035803179199,-0.004889763982249,-0.951464743967735,-0.821779948824929,-0.21302489856829,1.32590529948504,1.78178722207165,"0:2"
60,-0.416164322928485,-0.629829309291396,-0.243363911872408,-0.0043554368437205,-0.279223480066132,-0.951628097237042,-0.0944708337876048,-0.259351928890293,1.31209319204787,0.725594362087121,-1.06105718492058,-0.00700944828372758,-0.228719495976384,0.78512495719329,1.21787206707919,"0:2"
61,-0.490579103841551,-0.592786197034767,-0.243363911872408,0.184762845462355,-0.24600736293698,-1.06092227787586,-0.094627621711888,-0.269104178997948,0.211495921831509,-1.54015075782292,-1.06433613150244,0.205027706036949,-0.24057001828731,1.06760959201164,1.10064953410285,"0:2"
62,-0.442784901184785,-0.847800089049522,-0.290436751949961,0.107903010051183,-0.24600736293698,-0.646502632214756,-0.0788199299086904,-0.278482765062653,-0.29834114932072,-0.00043549785791297,-1.09535871601723,-0.460833644469008,-0.28409531894925,0.956990980064462,1.3673384819064,"0:2"
63,-0.375807925660879,-0.670293875035203,-0.287741068069762,0.0629859520098973,-0.180414374925716,-1.2655259126152,-0.094627621711888,-0.267407033991142,-0.445948717763928,1.19012462481936,-1.0238669703333,-0.616596590130342,-0.208486702170594,0.772564231554708,1.04266541995551,"0:2"
64,-0.396981550061346,-0.613064189829897,-0.261497812467921,-1.15570280667556,-0.203818193885347,-0.971910953237365,-0.116647968830861,-0.27519660185661,-0.384859927610841,-0.730919623927282,-1.25578187944155,0.313815305431759,-0.239012049219164,0.913979155429849,0.808695547638966,"0:2"
65,-0.375807925660879,-0.576665019550209,-0.243363911872408,-0.35934520759816,-0.190738714096849,-0.924681008376399,-0.094627621711888,-0.223643428559725,-0.0627367849232575,-0.265849818256912,-1.06547258467208,-0.414394698554328,-0.226229047787933,1.27189329430384,1.07164461589079,"0:2"
66,-0.319149165938546,-0.592786197034767,-0.124994130483054,-1.08027229006088,-0.234957502254347,-0.927605831462002,-0.094627621711888,-0.251562361024825,0.0512175527501759,-0.522937325835343,-1.00374628973752,-1.08893613761484,-0.198683928068914,1.37207959119079,1.47249380828795,"0:2"
67,-0.396981550061346,-0.525939108231907,-0.232397491900876,0.598619805012431,-0.286642980083358,-1.17731581437974,-0.0844066308386329,-0.264100610427785,0.345093823356554,-1.80556507822192,-1.1915291086603,-0.414394698554328,-0.21302489856829,1.13624639636489,1.27556733493405,"0:2"
68,-0.396981550061346,-0.50581544630338,-0.220666489616077,-0.103084221329013,-0.258487335957973,-0.60273354855845,-0.0301449457274327,-0.235717688058508,0.0512175527501759,-0.730919623927282,-1.21100634035321,0.205027706036949,-0.21302489856829,1.35092839986692,1.25209655132329,"0:2"
69,-0.356810422244742,-0.50581544630338,-0.276136448117776,-0.565902346216584,-0.258053232065966,-1.21939846280305,-0.0623862837196604,-0.245469938166164,-0.0627367849232575,0.513157797870845,-1.11492598742762,0.417064860357626,-0.195282552950951,1.47896375981582,1.54351875951754,"0:2"
70,-0.396981550061346,-0.441352142668527,-0.265584288015578,-0.743069638359078,-0.289924269407199,-0.948087148805645,-0.143145817968862,-0.278482765062653,-0.293589308041458,-0.34959063514565,-0.886432154911502,-1.52349575822377,-0.226229047787933,1.38797946040037,1.66115319484729,"0:2"
71,-0.356625152793739,-0.493707456414481,-0.261497812467921,-0.722743938168374,-0.24600736293698,-1.03215274552728,-0.0107623550407556,-0.223643428559725,0.747179377495879,0.725594362087121,-0.846484481773397,-0.411413231435754,-0.198683928068914,0.933677495828027,1.13231946770533,"0:2"
72,-0.375807925660879,-0.616669503271944,-0.280513939088141,0.092461747488114,-0.279223480066132,-0.94906172328205,-0.0788199299086904,-0.223643428559725,0.273964733831564,-0.212872062074188,-1.12328094070517,0.205027706036949,-0.271227818329006,1.11809903229937,1.1592705108522,"0:2"
73,-0.396981550061346,-0.613064189829897,-0.167604917260669,-0.351267451361787,-0.24600736293698,-0.88404072478338,-0.0623862837196604,-0.18511849171017,0.109489458959092,-0.212872062074188,-1.13302961510472,-0.00700944828372758,-0.180941582451574,1.25500102468258,1.28423548310284,"0:2"
74,-0.375807925660879,-0.596482930323268,-0.268216375806791,-0.84199118464471,-0.272212213046208,-0.995284314494541,-0.094627621711888,-0.234052330716124,1.12587713594778,-0.814120897877888,-1.0346555381794,-1.05115621073927,-0.130744369898472,0.785635572722146,1.15418019146254,"0:2"
75,-0.319149165938546,-0.691917006630424,-0.243363911872408,-1.22243187885799,-0.264792713028982,-1.17653082483373,-0.0944708337876048,-0.198322134749635,0.446190977713913,-1.20431624241822,-1.01322982849035,-0.616596590130342,-0.180941582451574,0.853274071485619,1.01914553806604,"0:2"
76,-0.396981550061346,-0.646410568798025,-0.164852547794346,-1.44219471304417,-0.256534611772652,-1.09836734982391,-0.0623862837196604,-0.247277669391509,0.775179663744161,-0.478286382473187,-1.00247315704207,-0.431733806147992,-0.0982895029627082,1.02380262956546,1.107034410113,"0:2"
77,-0.356625152793739,-0.457621564492128,-0.223618315162052,-1.07951915809488,-0.264792713028982,-1.04319219853656,-0.0037162833519614,-0.223643428559725,0.517320067238903,-1.46973056281722,-1.17169649458135,-0.643770960468669,-0.179763068902591,0.941160871736952,1.30712090795629,"0:2"
78,-0.337627649377602,-0.703640254003331,-0.197969067359746,0.630626259182326,-0.253426862954206,-0.924681008376399,-0.111061267900918,-0.267407033991142,0.502949962791591,-0.004889763982249,-1.03689578410642,-1.29411949630943,-0.180941582451574,0.746298590247678,1.14199934349638,"0:2"
79,-0.337627649377602,-0.509817930747349,-0.23880039021159,0.437083657231907,-0.221395367469806,-1.0406678925703,-0.0944708337876048,-0.251562361024825,0.602953419861813,-0.730919623927282,-0.879610285778803,-1.05115621073927,-0.226229047787933,0.708168925426307,0.797251969807538,"0:2"
80,-0.319149165938546,-0.473573091334265,-0.220666489616077,0.110532084934304,-0.227222012844978,-0.996137234375707,-0.167397856838974,-0.28627233292812,0.762680164773387,-0.0137561197409499,-0.762217727209183,-0.616596590130342,-0.226229047787933,1.0559981528803,1.10064953410285,"0:2"
81,-0.281673179083353,-0.645187936978494,-0.182786992310208,-0.382459368849882,-0.203818193885347,-1.00500152429412,-0.182413319766071,-0.28627233292812,0.038360369434102,0.251658200658049,-1.15479280984705,-0.209211339859741,-0.237191911987223,1.04855813135955,1.35067830180973,"0:2"
82,-0.281673179083353,-0.473583794485954,-0.245298391516855,0.169015538130564,-0.270358639238928,-0.899921322110895,0.166883220224722,-0.226262762850656,0.114415859080822,-1.20431624241822,-1.1424555080682,-0.643770960468669,-0.253774167506953,0.755577951159933,1.40028072428372,"0:2"
83,-0.281673179083353,-0.527208166249212,-0.187549970050677,-0.742886891377613,-0.209524064188851,-1.00857878299693,0.016292316900158,-0.234052330716124,0.0512175527501759,-0.522937325835343,-1.17277917608819,0.63092830760677,-0.253774167506953,0.549137232250203,0.735013227161552,"0:2"
84,-0.218634339046586,-0.526737381075453,-0.23880039021159,-1.19158702541552,-0.270965378809801,-1.2113215156162,0.140706003933732,-0.216458892076641,-0.149255563213378,-0.478286382473187,-1.15294656200923,0.418891153286094,-0.266557168938183,1.04855813135955,0.978461603693882,"0:2"
85,-0.281673179083353,-0.410992394341009,-0.286350276402305,-1.44404918704651,-0.278345519532516,-1.16907385534852,0.166883220224722,-0.223643428559725,0.038360369434102,-1.20431624241822,-0.870069330412681,-0.00700944828372758,-0.253353019718541,1.32379155847957,1.2578058883281,"0:2"
86,-0.259127888816176,-0.525939108231907,-0.243363911872408,-1.60184828556062,-0.203818193885347,-0.722608354076358,0.0214789829514721,-0.235717688058508,0.872304119916022,-0.730919623927282,-1.21116377037644,-0.845972852044682,-0.180941582451574,0.766375711872546,1.02581226396908,"0:2"
87,-0.337627649377602,-0.495886325394389,-0.265584288015578,-0.898369401890797,-0.24600736293698,-1.1195488366622,0.0214789829514721,-0.253050858002792,0.375061888188924,-1.20431624241822,-1.11396815208711,0.418891153286094,-0.243682698609987,1.02097365985159,0.901920357657205,"0:2"
88,-0.281673179083353,-0.473583794485954,-0.261497812467921,-1.59453805950567,-0.24600736293698,-0.803795330173593,-0.0301449457274327,-0.27519660185661,0.775179663744161,-0.996333944326282,-0.91726297960978,-0.845972852044682,-0.253774167506953,1.17846344910061,1.2874937862222,"0:2"
89,-0.300151662522409,-0.463347708086962,-0.268216375806791,-0.411055752221215,-0.257878666217935,-0.808509204423898,0.0048394591885678,-0.271811112566057,1.12587713594778,-0.730919623927282,-1.10448258549305,0.205027706036949,-0.271227818329006,0.756619110536809,1.05245086014612,"0:2"
90,-0.319149165938546,-0.575501691640937,-0.164852547794346,0.687159848922576,-0.167334895137217,-1.25120321595704,0.139828548283808,-0.245469938166164,0.038360369434102,-0.0137561197409499,-0.927798509606975,-0.431733806147992,-0.243682698609987,0.643434899342056,0.703822750361868,"0:2"
91,-0.319149165938546,-0.646410568798025,-0.275700011522026,0.0171037476410317,-0.292483733163393,-1.2072006395833,-0.0499534838846616,-0.265125117501576,0.0229706806689705,-0.265849818256912,-1.14396902157795,0.205027706036949,-0.279340170369414,1.37398500685658,0.931434780897052,"0:2"
92,-0.318630145961466,-0.662472442372324,-0.197969067359746,-0.822191673164125,-0.27454618071188,-1.16549137182446,-0.094627621711888,-0.27519660185661,0.232090399348855,-0.730919623927282,-0.897361381890843,-0.411413231435754,-0.279340170369414,1.19564519227844,1.41749678454726,"0:2"
93,-0.318630145961466,-0.596482930323268,-0.187549970050677,-0.722743938168374,-0.227222012844978,-0.76776841954887,-0.13531330677103,-0.251562361024825,-0.237739631478838,-0.601684333661612,-0.984440128775718,-0.209211339859741,-0.208486702170594,0.797616811187207,1.02079601758999,"0:2"
94,-0.318630145961466,-0.525939108231907,-0.187549970050677,-0.552741232059074,-0.264792713028982,-0.968950057914663,-0.0037162833519614,-0.235717688058508,0.375061888188924,0.207546800234026,-0.977722299085865,0.00282581446093602,-0.253774167506953,0.748326134617137,0.788850480766074,"0:2"
95,-0.356625152793739,-0.489694268818822,-0.220666489616077,-0.95536331455306,-0.24600736293698,-1.05261497496865,-0.0788199299086904,-0.210418089884339,0.602953419861813,0.725594362087121,-1.11361943239217,-0.414394698554328,-0.195282552950951,1.1013494130993,1.13097415572781,"0:2"
96,-0.319149165938546,-0.495886325394389,-0.243363911872408,-0.187876758867397,-0.24600736293698,-0.951628097237042,-0.0037162833519614,-0.261314611132481,0.517320067238903,-0.522937325835343,-0.801891273329246,-0.411413231435754,-0.266557168938183,0.778383756179349,1.26972410157843,"0:2"
97,-0.259127888816176,-0.579563479995165,-0.261497812467921,-0.168665705675922,-0.24600736293698,-1.17653082483373,0.0559632816126755,-0.251562361024825,0.273964733831564,-0.522937325835343,-0.788865601592468,-0.414394698554328,-0.253774167506953,0.771664435499113,0.904364370231818,"0:2"
98,-0.241179629313762,-0.56055454521734,-0.265584288015578,-0.0583020971983302,-0.24600736293698,-0.924471741586351,-0.0057280302188145,-0.247277669391509,-0.149255563213378,-0.996333944326282,-0.983750505531009,-0.845972852044682,-0.284010819760237,1.08056444357502,1.0177033138504,"0:2"
