"eID","RS40003","RS40004","RS40005","RS40007","RS40008","RS40009","RS40010","RS40011","RS40012","RS40013","RS40014","RS40015","RS40016","RS40017","RS40018"
1031,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1032,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1033,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1034,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1035,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1036,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1037,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1038,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1039,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1040,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1041,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1042,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1043,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1044,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1045,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1046,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1047,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1048,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1049,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1050,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1051,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1052,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1053,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1054,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1055,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1056,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1057,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1058,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1059,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1060,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1061,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1062,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1063,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1064,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1065,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1066,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1067,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1068,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1069,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1070,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1071,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1072,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1073,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1074,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1075,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1076,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1077,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1078,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1079,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1080,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1081,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1082,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1083,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1084,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1085,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1086,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1087,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1088,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1089,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1090,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1091,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1092,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1093,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1094,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1095,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1096,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1097,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1098,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1099,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1100,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1101,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1102,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1103,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1104,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1105,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1106,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1107,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1108,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1109,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1110,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1111,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1112,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1113,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1114,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1115,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1116,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1117,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1118,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1119,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1120,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1121,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1122,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1123,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1124,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1125,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1126,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1127,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1128,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1129,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1130,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1131,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1132,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1133,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1134,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1135,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1136,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1137,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1138,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1139,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1140,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1141,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1142,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1143,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1144,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1145,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1146,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1147,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1148,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1149,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1150,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1151,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1152,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1153,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1154,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1155,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1156,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1157,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1158,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1159,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1160,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1161,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1162,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1163,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1164,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1165,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1166,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1167,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1168,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1169,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1170,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1171,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1172,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1173,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1174,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1175,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1176,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1177,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1178,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1179,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1180,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1181,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1182,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1183,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1184,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1185,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1186,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1187,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1188,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1189,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1190,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1191,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1192,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1193,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1194,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1195,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1196,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1197,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1198,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1199,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1200,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1201,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1202,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1203,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1204,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1205,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1206,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1207,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1208,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1209,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1210,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1211,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,"top_10%","top_10%",NA,NA,"top_10%","top_10%"
1212,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1213,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1214,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1215,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1216,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1217,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1218,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,"top_10%","top_10%",NA,NA,"top_10%","top_10%"
1219,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1220,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1221,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1222,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1223,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,"top_10%","top_10%",NA,NA,"top_10%","top_10%"
1224,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1225,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1226,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1227,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1228,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1229,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1230,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1231,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1232,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1233,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
1234,"top_10%","top_10%",NA,"top_10%",NA,"top_10%",NA,NA,NA,NA,"top_10%",NA,NA,"top_10%","top_10%"
