"reg_date","RS40003","RS40004","RS40005","RS40007","RS40008","RS40009","RS40010","RS40011","RS40012","RS40013","RS40014","RS40015","RS40016","RS40017","RS40018","Alarm"
"2019-07-01 08:36:00",-0.596233473360856,-0.972995309646423,-0.197969067359746,-0.196539649006749,-0.180414374925716,1.46438479651191,0.0731029116303769,-0.138385237208639,-0.29834114932072,0.513157797870845,1.44539857490345,-0.411413231435754,-0.132160268737516,1.33355576905875,1.79240305060341,0
"2019-07-01 08:37:00",-0.563887441479728,-1.1076120027364,-0.131736028228946,-0.671127668895304,-0.0680435612578461,1.36775804347638,0.0731029116303769,-0.267407033991142,0.375061888188924,-0.938901922019222,1.1156734179305,-0.821779948824929,-0.0545601181603322,0.858086366375903,1.05994468298859,1
"2019-07-01 08:38:00",-0.626484111201108,-1.07481280967198,-0.050208325594127,-1.29401547195448,-0.101670870148285,1.23658509405088,0.206554184937239,-0.138385237208639,0.375061888188924,-0.938901922019222,1.06809293157428,0.417064860357626,0.00827117555256375,0.81140976461195,0.421503837555009,0
"2019-07-01 08:39:00",-0.670776517092161,-1.04433937329957,-0.050208325594127,1.64256686145286,-0.0680435612578461,0.511878889450015,0.206554184937239,-0.138385237208639,0.833032346108977,0.513157797870845,0.851621696943893,-1.28053247265361,0.00827117555256375,0.495645066984351,0.162488942023489,0
"2019-07-01 08:40:00",-0.712445183436237,-1.07481280967198,-0.050208325594127,1.64256686145286,-0.101670870148285,0.616959768657068,0.0731029116303769,-0.138385237208639,-0.593556286207137,-0.522937325835343,0.630583383169389,0.417064860357626,-0.0545601181603322,0.465902629420089,0.198112031396735,0
"2019-07-01 08:41:00",-0.670776517092161,-1.07481280967198,-0.167604917260669,0.276426044474212,-0.101670870148285,0.289412309520887,0.206554184937239,-0.18511849171017,-0.0704324739738531,-0.522937325835343,0.508685271944842,-1.28053247265361,0.00827117555256375,0.308028748662522,-0.0375791781262562,0
"2019-07-01 08:42:00",-0.764370635772589,-0.887841549996021,-0.0982895029627082,-1.29401547195448,-0.0680435612578461,-0.0474012271889161,-0.0301449457274327,-0.267407033991142,-0.29834114932072,-0.522937325835343,0.350357656643914,0.417064860357626,0.00827117555256375,0.162630994416026,-0.144615572815732,0
"2019-07-01 08:43:00",-0.670776517092161,-1.04433937329957,0.00616830309441058,-1.29401547195448,-0.101670870148285,-0.0878705211055534,0.0731029116303769,-0.138385237208639,-0.0704324739738531,1.44221832333532,0.365902922230996,-0.821779948824929,-0.0545601181603322,0.0752115192448136,-0.317008198305191,0
"2019-07-01 08:44:00",-0.626484111201108,-1.07481280967198,-0.197969067359746,-1.29401547195448,-0.180414374925716,-0.168031444761708,0.295264637050069,-0.138385237208639,-0.0704324739738531,0.513157797870845,0.177565343501342,-0.411413231435754,-0.0545601181603322,-0.123962406499768,-0.242208863748659,0
"2019-07-01 08:45:00",-0.596233473360856,-1.1076120027364,-0.197969067359746,0.0629859520098973,-0.101670870148285,-0.284299648394777,0.0227123790235099,-0.211569169060941,0.0559641386874389,-0.522937325835343,0.00294394842443493,-1.28053247265361,0.00827117555256375,-0.0974443382417487,-0.571133465983932,0
"2019-07-01 08:46:00",-0.670776517092161,-1.01012514918561,-0.050208325594127,0.156099932157011,-0.101670870148285,-0.409888024734936,0.295264637050069,-0.138385237208639,0.375061888188924,-0.938901922019222,-0.0354749571873974,-0.821779948824929,-0.0545601181603322,-0.00588792236385337,-0.680640328334192,0
"2019-07-01 08:47:00",-0.596233473360856,-1.04433937329957,-0.050208325594127,-0.229236429350847,-0.135272097743356,-0.491211658472568,0.0731029116303769,-0.138385237208639,-0.29834114932072,-0.938901922019222,-0.108578148193985,-0.411413231435754,-0.132160268737516,0.162630994416026,-0.706135263449891,0
"2019-07-01 08:48:00",-0.626484111201108,-0.972995309646423,-0.131736028228946,-0.811994421708818,-0.180414374925716,-0.738343202084788,0.153404277254632,-0.211569169060941,0.0559641386874389,-0.522937325835343,-0.122267354863476,-0.00700944828372758,-0.132160268737516,0.274678696628838,-0.585550079887394,0
"2019-07-01 08:49:00",-0.626484111201108,-0.9352050914473,-0.266825916442007,-1.29401547195448,-0.227222012844978,-0.509642811074533,0.206554184937239,-0.18511849171017,1.03303926024942,0.513157797870845,-0.252471403696877,-0.821779948824929,-0.0545601181603322,-0.0347735855717473,-0.467622169289975,0
"2019-07-01 08:50:00",-0.563887441479728,-1.01012514918561,-0.197969067359746,-1.13949891545407,-0.180414374925716,-0.738343202084788,0.206554184937239,-0.138385237208639,0.375061888188924,-0.522937325835343,-0.334748333271728,0.417064860357626,-0.0806954880075029,-0.092656368080726,-0.331488244114546,0
"2019-07-01 08:51:00",-0.563887441479728,-1.07481280967198,-0.197969067359746,-1.01739014139664,-0.227222012844978,-0.612895028126908,0.295264637050069,-0.18511849171017,0.375061888188924,-0.522937325835343,-0.365753032764266,-0.821779948824929,-0.163199236834235,-0.148441498964526,-0.440888604390435,0
"2019-07-01 08:52:00",-0.563887441479728,-1.04433937329957,-0.131736028228946,0.209705846205726,-0.227222012844978,-1.31336285270075,0.206554184937239,-0.18511849171017,-0.0704324739738531,0.938030926303396,-0.206410976580846,-0.411413231435754,0.00827117555256375,-0.219317071086608,-0.539727337267729,0
"2019-07-01 08:53:00",-0.626484111201108,-0.9352050914473,-0.167604917260669,0.627337256193271,-0.101670870148285,-0.817660492932933,-0.0301449457274327,-0.292483532797062,-0.177138113636956,-0.938901922019222,-0.480012694595352,0.417064860357626,-0.0982895029627082,-0.0161222974505508,-0.601264761843296,0
"2019-07-01 08:54:00",-0.596233473360856,-0.809852033101336,-0.197969067359746,1.24414877072362,-0.248276510516322,-1.26790443635668,0.295264637050069,-0.235717688058508,0.172867579474205,-1.46973056281722,-0.767942776456946,-0.411413231435754,-0.163199236834235,-0.00588792236385337,-0.491369827835555,0
"2019-07-01 08:55:00",-0.528409935614385,-0.9352050914473,-0.131736028228946,0.982037274082355,-0.154255415348719,-1.46356607641245,0.258699628843955,-0.211569169060941,0.375061888188924,-0.938901922019222,-0.648990338244194,-0.821779948824929,-0.0545601181603322,0.308028748662522,-0.306412164509635,0
"2019-07-01 08:56:00",-0.528409935614385,-0.9352050914473,-0.266825916442007,0.74683916737462,-0.227222012844978,-1.52611226661703,0.258699628843955,-0.253629394741798,-0.0704324739738531,0.513157797870845,-1.06512174911494,-1.76645904379393,0.00827117555256375,0.264647526191068,-0.0933603455056314,0
